chrom1,start1,end1,chrom2,start2,end2,pet_count,label
16,24411317,24415552,16,51556173,51560468,0,0
5,133790107,133793167,5,133811750,133817045,4,1
16,68642063,68643563,16,62484593,62486093,0,0
9,79856706,79858206,9,90733165,90734665,0,0
18,37933871,37939421,18,44058504,44064417,0,0
3,120368672,120370172,3,110419439,110420939,0,0
3,118860974,118864515,3,118869274,118870774,3,1
19,14284380,14293050,19,14314835,14320113,3,1
3,127173796,127176461,3,66073965,66076963,0,0
20,36914339,36916073,20,36925605,36928642,3,1
18,66593258,66594758,18,66622772,66629759,3,1
5,147842563,147844063,5,25980794,25983866,0,0
9,71805964,71809552,9,71815802,71825158,14,1
12,32999107,33000607,12,75277394,75282092,0,0
12,49382720,49390785,12,49702910,49714046,5,1
X,120212288,120214765,X,120221475,120224394,4,1
3,101633310,101638569,3,35121900,35126154,0,0
14,104179642,104185180,14,91085874,91087374,0,0
5,1303475,1307212,5,121408375,121411293,0,0
13,108704478,108708396,13,108712010,108714636,3,1
18,28334275,28342954,18,28348706,28352604,4,1
22,17850701,17852201,22,22888156,22889656,0,0
9,99168045,99176023,9,99231613,99241971,5,1
X,25831276,25832776,X,53219363,53224264,0,0
3,28286001,28287981,3,28313164,28319549,3,1
8,128556920,128558420,8,128562906,128567006,4,1
17,40789551,40792294,17,69465778,69467278,0,0
5,16972987,16974487,5,24816517,24818017,0,0
22,22674664,22680249,22,22712870,22714370,3,1
6,35536848,35538348,6,417025,418525,0,0
5,139362786,139364286,5,79931182,79932682,0,0
6,2776921,2781896,6,2833005,2835891,3,1
13,94138151,94140340,13,94143020,94146874,5,1
11,62831487,62832987,11,62833867,62836726,3,1
16,7496486,7504049,16,7571662,7578102,4,1
11,119287466,119292371,11,119335976,119340934,4,1
12,45107075,45109485,12,25303119,25304619,0,0
4,174446773,174451548,4,174462514,174466879,3,1
6,16526151,16531991,6,16763854,16765354,3,1
20,23223559,23225059,20,17465128,17466628,0,0
19,9708334,9710885,19,31763781,31765281,0,0
1,40093575,40098225,1,203450156,203452374,0,0
6,124581480,124586033,6,38532053,38533553,0,0
7,67788178,67790124,7,125606963,125608463,0,0
18,59679581,59684988,18,59716083,59721274,3,1
9,130936455,130937955,9,130948482,130954472,5,1
16,82092340,82096651,16,60666248,60669227,0,0
1,24863591,24868604,1,233722285,233723785,0,0
8,141235884,141239136,8,141263373,141265651,3,1
6,145562366,145568217,6,105989583,105992444,0,0
1,48660040,48664949,1,48669141,48672131,6,1
12,7266979,7270431,12,112899823,112902183,0,0
2,46373752,46378350,2,46408306,46414275,3,1
X,150392425,150395613,X,22169266,22171312,0,0
9,86471598,86475279,9,123732477,123734207,0,0
7,28990295,28995144,7,116807434,116811712,0,0
17,66727236,66729687,17,66897589,66901657,3,1
12,45531063,45539685,12,45543251,45544836,6,1
20,11104660,11110984,20,11112874,11116073,3,1
16,79226293,79229540,16,31068668,31070168,0,0
11,35492366,35498418,11,35580236,35595097,5,1
12,94456254,94461395,12,94464599,94468794,3,1
14,46019501,46021001,14,32767015,32770110,0,0
17,28046369,28051505,17,17209003,17211464,0,0
18,21996631,21999168,18,22340783,22347633,3,1
16,31816635,31818644,16,50856776,50861410,0,0
7,41127097,41131354,7,105196620,105198120,0,0
17,34555820,34557320,17,44093354,44095619,0,0
5,79872740,79877647,5,90479093,90483189,0,0
14,83222256,83223756,14,91979693,91983460,0,0
1,52242440,52245216,1,52272705,52281395,3,1
2,238391592,238394568,2,169328820,169331519,0,0
18,32587630,32590217,18,44058504,44064417,0,0
19,19468913,19474237,19,29196509,29198009,0,0
21,15027622,15029122,21,32861126,32863713,0,0
22,19969946,19974058,22,46058894,46061490,0,0
19,40994584,40998231,19,14451596,14459917,0,0
21,32610325,32614294,21,41457694,41461830,0,0
17,6159785,6162631,17,14480277,14484483,0,0
6,11111041,11112541,6,22065771,22071255,0,0
5,23963099,23967932,5,24543662,24547870,3,1
6,135219839,135221339,6,32584700,32586568,0,0
6,40675691,40683690,6,40725193,40729941,4,1
3,141407142,141417212,3,33725588,33730051,0,0
2,55687366,55694685,2,11826129,11827629,0,0
20,55332151,55335443,20,36802212,36806988,0,0
18,60692175,60694245,18,60700970,60702470,3,1
5,66120037,66123926,5,171657875,171661048,0,0
22,22950711,22959712,22,23002078,23004668,5,1
13,27338798,27340298,13,27344535,27349232,5,1
7,116524292,116527254,7,116569030,116572693,3,1
21,42274486,42277972,21,32317610,32320205,0,0
22,20208983,20211672,22,31560420,31562093,0,0
5,77810840,77817225,5,87832526,87834910,0,0
17,40532677,40534628,17,3224356,3227105,0,0
19,29750456,29756080,19,12472121,12474707,0,0
13,75628750,75630250,13,103072240,103073740,0,0
4,172692837,172699892,4,8577963,8580105,0,0
1,34280555,34282630,1,48455747,48459410,0,0
11,67634202,67635702,11,67639120,67643071,4,1
7,68620387,68621887,7,89770780,89772280,3,1
16,67498162,67501540,16,67668452,67678383,3,1
19,10338497,10344992,19,10415368,10422250,3,1
20,35328568,35331159,20,35415622,35418311,4,1
21,35483482,35492065,21,35521182,35536038,10,1
11,33411934,33416166,11,33563388,33580734,4,1
4,88013267,88014767,4,123431741,123433241,0,0
22,48233686,48235186,22,26997653,27001687,0,0
11,92550388,92551888,11,116735872,116737372,0,0
4,110680926,110684534,4,169545878,169547378,0,0
22,18977690,18981464,22,18986190,18989697,7,1
9,136005721,136009374,9,15394913,15396413,0,0
4,112409469,112411804,4,112415355,112417513,3,1
19,39840183,39848028,19,40200233,40207870,5,1
X,21990933,22000678,X,22193234,22198244,3,1
12,54225704,54227204,12,54360267,54361767,3,1
3,26372505,26376160,3,65434234,65435734,0,0
16,52526748,52529731,16,52547651,52549969,4,1
1,225909461,225913215,1,225916636,225921612,13,1
20,57118630,57125225,20,57142566,57147661,8,1
X,120139278,120143341,X,113200882,113203258,0,0
21,36468462,36474191,21,36477945,36483379,6,1
12,66610347,66615637,12,109861628,109863166,0,0
17,2323594,2328232,17,60248597,60250097,0,0
1,95545715,95547215,1,61514649,61518219,0,0
2,46615110,46621777,2,196773346,196775143,0,0
6,31946844,31948344,6,31965934,31969431,4,1
4,4979126,4982920,4,41118269,41120899,0,0
4,181948241,181949741,4,158838232,158840808,0,0
7,25440935,25446976,7,25501275,25505550,3,1
4,108869741,108873800,4,109086259,109090101,3,1
11,34898961,34902215,11,34912237,34916540,4,1
19,56938507,56940024,19,19907267,19908767,0,0
12,851274,852774,12,119713512,119716161,0,0
17,61414705,61418717,17,61450524,61453896,5,1
20,35450596,35454382,20,35472712,35480688,4,1
14,23089322,23095483,14,23113128,23117641,6,1
21,32731859,32736098,21,32739967,32743906,3,1
2,165137232,165139710,2,27085620,27088079,0,0
17,78840636,78846228,17,78892329,78895034,4,1
3,17986340,17988385,3,147139918,147141418,0,0
17,18695596,18697096,17,17244198,17245698,0,0
16,17813665,17815165,16,86211853,86218171,0,0
6,1121637,1124453,6,89768955,89770544,0,0
1,61111137,61115642,1,61123016,61126473,3,1
11,68877017,68878517,11,123356974,123358475,0,0
21,33888708,33897973,21,34279666,34287518,3,1
11,58576215,58578822,11,82263271,82266329,0,0
13,88236791,88239196,13,55865536,55867036,0,0
8,9644339,9645839,8,139045813,139047790,0,0
22,19717814,19725444,22,19813606,19819523,5,1
21,26647054,26649395,21,39903799,39905299,0,0
3,83759282,83764856,3,84019969,84023302,3,1
6,33159624,33163477,6,33164987,33166487,8,1
12,132368820,132372783,12,132378076,132380998,3,1
6,151974168,151975746,6,11161493,11162993,0,0
14,102929191,102932227,14,78782263,78786977,0,0
5,4992149,4993649,5,122429143,122430643,0,0
11,76227831,76230257,11,76230535,76232794,6,1
18,60742502,60748006,18,33633781,33640225,0,0
14,71230781,71237413,14,71246798,71251881,4,1
13,107114173,107115673,13,107116712,107121727,3,1
16,25079411,25083683,16,25088839,25094062,6,1
3,11514374,11518696,3,11519255,11525461,8,1
2,178619479,178622993,2,201481280,201482780,0,0
1,86532084,86535195,1,86539176,86545787,8,1
1,40151185,40155529,1,40420129,40426198,7,1
1,66880608,66885249,1,67027525,67031687,3,1
4,179730825,179735416,4,963148,967949,0,0
5,150287939,150299534,5,150384858,150389563,3,1
13,103276127,103278913,13,98809006,98812305,0,0
18,22815687,22819736,18,22960332,22966047,3,1
18,57339093,57342812,18,57346756,57351226,3,1
14,81640927,81643313,14,80957952,80960133,0,0
4,47907824,47909324,4,41663276,41666194,0,0
8,140300283,140308260,8,140314294,140315794,7,1
7,46809843,46815601,7,46937284,46940331,3,1
6,142033060,142034560,6,36399560,36403922,0,0
11,113041868,113044900,11,94679557,94681669,0,0
4,142154659,142156785,4,172971331,172972831,0,0
7,130381106,130386591,7,130431169,130435719,3,1
9,91739154,91746969,9,91953856,91955595,5,1
6,82768502,82770002,6,150792415,150793993,0,0
20,25628231,25630495,20,53060423,53061923,0,0
2,112092057,112093557,2,76355109,76359270,0,0
13,92956580,92960631,13,48167280,48170093,0,0
16,1692760,1694260,16,54889138,54891033,0,0
17,79826538,79830273,17,79834022,79838530,5,1
17,58437760,58442968,17,47958991,47962937,0,0
20,33801489,33803966,20,33835862,33840490,3,1
X,151524400,151532962,X,151669311,151672113,3,1
19,19056540,19058171,19,19129716,19133711,3,1
22,32638772,32641737,22,36187658,36189158,0,0
7,90756572,90760362,7,26664461,26668732,0,0
7,133808726,133812579,7,156907976,156909835,0,0
1,210696050,210699131,1,210701925,210706695,4,1
19,34032208,34037263,19,34044778,34046278,4,1
19,48142737,48145804,19,1121449,1123861,0,0
17,76622399,76626209,17,76689768,76702440,5,1
12,12011332,12013076,12,50564324,50565824,0,0
22,29333742,29335242,22,30201163,30202663,0,0
5,149370304,149376317,5,149534023,149536702,3,1
6,52645549,52647049,6,8942325,8943825,0,0
14,49682229,49687164,14,100810007,100814221,0,0
3,128314614,128318182,3,128321907,128326879,5,1
14,103848161,103851695,14,103942558,103949086,3,1
Y,10910937,10912437,Y,56824992,56826492,0,0
5,115110964,115115181,5,159251864,159253364,0,0
13,74337190,74339744,13,79678352,79680302,0,0
1,79833147,79836785,1,211202962,211205630,0,0
20,11995560,11997060,20,62871742,62876315,0,0
18,37952212,37956929,18,6491378,6496354,0,0
14,58351961,58355273,14,58358034,58360203,3,1
19,45290224,45293305,19,53263639,53265139,0,0
6,121519641,121521141,6,111017995,111020507,0,0
6,34423508,34427674,6,34582243,34585409,4,1
5,181199051,181200551,5,54913947,54917379,0,0
13,42195896,42199784,13,56336819,56338731,0,0
5,29631822,29633322,5,106103365,106105205,0,0
X,102499333,102503419,X,102710437,102718150,4,1
4,113093588,113096168,4,111901742,111903846,0,0
18,79982205,79985048,18,51374409,51377195,0,0
3,86999979,87003125,3,28330893,28335738,0,0
21,42030035,42034200,21,42071333,42077806,5,1
14,74526044,74529361,14,34234297,34236472,0,0
3,18816728,18820569,3,18821913,18825020,4,1
3,3610270,3613736,3,48684664,48690258,0,0
18,63445506,63448028,18,63514333,63522913,4,1
12,82255606,82260901,12,44603943,44606713,0,0
9,101226247,101231366,9,101239054,101243454,3,1
5,76328847,76331202,5,76332721,76337931,3,1
9,36321018,36325354,9,36395239,36399019,3,1
2,167222915,167224415,2,180759712,180761212,0,0
14,30181904,30184305,14,30195931,30200674,4,1
1,208067670,208069170,1,208072146,208077228,4,1
12,55177499,55183336,12,100336978,100339837,0,0
12,52690257,52694223,12,52725247,52727923,3,1
16,76652956,76655359,16,76655721,76657775,4,1
8,30407437,30409679,8,38455947,38459857,0,0
18,45951655,45954685,18,45961424,45964484,4,1
5,95446353,95449418,5,145619678,145621178,0,0
X,46282167,46284768,X,5922480,5924585,0,0
2,64385755,64387840,2,171191436,171192936,0,0
2,74229701,74232412,2,74248025,74251297,8,1
9,131867405,131877848,9,131890423,131896187,11,1
14,95758245,95763494,14,95811159,95817732,3,1
X,47362165,47365158,X,47407985,47410814,3,1
19,38527221,38529396,19,42234424,42237522,0,0
9,122059308,122065728,9,108775852,108778240,0,0
18,63248051,63250819,18,73140804,73142304,0,0
18,63605976,63611252,18,63612886,63615157,3,1
20,53596562,53598062,20,63816523,63824436,0,0
4,12886712,12892346,4,12894011,12898196,7,1
16,2752582,2758055,16,2763112,2769340,11,1
7,95657769,95659269,7,90324558,90327730,0,0
1,7441292,7449369,1,213778019,213782143,0,0
21,46086652,46088152,21,37622610,37626792,0,0
14,88585114,88586614,14,92480342,92482781,0,0
1,12263868,12265368,1,12271474,12284386,3,1
6,157815393,157820946,6,157873211,157874782,4,1
19,17315452,17316952,19,44569830,44573124,0,0
22,23844756,23846784,22,39158623,39160123,0,0
13,45180745,45184614,13,45217549,45221650,3,1
12,2827693,2836110,12,3037574,3042766,3,1
X,147623960,147627807,X,147642531,147645617,3,1
9,121221530,121225712,9,121374698,121379971,3,1
21,38292546,38301446,21,38304211,38307647,6,1
20,51143551,51145051,20,62476835,62479849,0,0
22,37649334,37654044,22,37718297,37722666,3,1
11,65290629,65299667,11,65381120,65383281,3,1
13,97657692,97660525,13,35560254,35561754,0,0
20,46112374,46113874,20,63766636,63768136,0,0
5,1832915,1834415,5,1838656,1840654,4,1
12,101881077,101885407,12,7943689,7945189,0,0
8,68568165,68570214,8,68572605,68581679,3,1
22,23720390,23723207,22,23762811,23767539,3,1
7,54925174,54929061,7,54966841,54972191,3,1
6,30855417,30857428,6,140609592,140611092,0,0
3,181006241,181008170,3,10882666,10884866,0,0
7,123715296,123717978,7,123725060,123726560,3,1
14,73972937,73977987,14,73982417,73985176,6,1
20,10092088,10095017,20,63635274,63638215,0,0
21,14584726,14587875,21,14593675,14597380,3,1
19,37952464,37955202,19,37399950,37401450,0,0
12,34124930,34129357,12,34131949,34134521,4,1
13,36509052,36510552,13,36526183,36528677,3,1
14,47504070,47506114,14,76927332,76932076,0,0
12,92310548,92313178,12,18795855,18799543,0,0
16,26680020,26682638,16,26780632,26783466,3,1
11,123722388,123723888,11,128470221,128475414,0,0
20,9683186,9686191,20,54702334,54703834,0,0
9,126107893,126113773,9,126145305,126149381,12,1
6,25974936,25984002,6,25985482,25986982,4,1
12,121566713,121568213,12,26166055,26169019,0,0
18,24660975,24666791,18,24727655,24730773,3,1
19,22133252,22134752,19,7724323,7725823,0,0
8,103730087,103733055,8,43071638,43075382,0,0
12,118422564,118429162,12,118435265,118438169,4,1
1,86895225,86898861,1,35239514,35241014,0,0
4,158191267,158194111,4,158197602,158199576,6,1
1,147298400,147301839,1,147315433,147321517,4,1
22,38819975,38821475,22,36465611,36467348,0,0
4,46881615,46883115,4,105270825,105272325,0,0
6,127493024,127495409,6,7056117,7057617,0,0
16,15795951,15797743,16,15814035,15817435,3,1
13,95119249,95124687,13,95133474,95135603,3,1
20,39395383,39396883,20,49278267,49281467,0,0
7,13120146,13121646,7,110511427,110514639,0,0
5,140213567,140218254,5,140225060,140229390,5,1
13,96837486,96840007,13,47235750,47239474,0,0
1,161302757,161309913,1,161351515,161355103,4,1
21,32865431,32870559,21,28850619,28852633,0,0
18,77562864,77565470,18,76958549,76961194,0,0
18,10533159,10537202,18,9860676,9863643,0,0
X,124438673,124443551,X,124453146,124457639,8,1
12,111949796,111951296,12,32894545,32896661,0,0
17,5981306,5982806,17,70156842,70160426,0,0
4,26536373,26537873,4,14677110,14678610,0,0
18,43566661,43573937,18,37568081,37571395,0,0
17,57304843,57310485,17,57318999,57327431,9,1
19,47812879,47814939,19,2886424,2888701,0,0
21,40389808,40391308,21,38991103,38992603,0,0
21,41141896,41146916,21,41185778,41190092,3,1
8,13722563,13730442,8,13733507,13737139,8,1
8,134541689,134548584,8,134556942,134559498,7,1
22,26342177,26346054,22,26353623,26360397,9,1
4,116159265,116161960,4,116163446,116167512,5,1
14,57249077,57252046,14,57254359,57258014,3,1
9,121848140,121856385,9,121918372,121923784,3,1
18,23768361,23769861,18,62138363,62145170,0,0
7,80082177,80085223,7,102105769,102108785,0,0
3,14481168,14483081,3,101138595,101140670,0,0
16,25049553,25051184,16,62173700,62179095,0,0
4,173058052,173062235,4,166163526,166168371,0,0
16,17202226,17207621,16,17236710,17239609,3,1
5,135122101,135128221,5,135150777,135157908,3,1
4,67614013,67615513,4,29905523,29909278,0,0
21,45136509,45141471,21,45232144,45237932,6,1
22,31550541,31552041,22,20920686,20922186,0,0
X,143986709,143988209,X,121204082,121205582,0,0
21,30215787,30220833,21,22474117,22475617,0,0
7,2137660,2146644,7,2147749,2150595,14,1
19,10448027,10452666,19,10466140,10469308,3,1
3,168934143,168935643,3,168937257,168939627,3,1
12,123133109,123136367,12,123145344,123149141,4,1
18,50191568,50194001,18,50194763,50196263,4,1
8,3309898,3311398,8,47813959,47815459,0,0
7,150464249,150468506,7,150470522,150472022,4,1
4,184214158,184217299,4,184249299,184253583,6,1
19,17458415,17463724,19,17478316,17480268,5,1
14,94001190,94002690,14,94008396,94009896,4,1
X,127456882,127458382,X,127478796,127484060,3,1
17,67017420,67025508,17,67320399,67322451,3,1
7,70351790,70354886,7,70358091,70361209,5,1
X,47191073,47202919,X,47210942,47217499,20,1
14,105871585,105873085,14,102210844,102218054,0,0
17,56867559,56872886,17,56885102,56886602,3,1
19,3574791,3577183,19,3608380,3613882,5,1
3,16337385,16339395,3,156599931,156604366,0,0
5,152301666,152304536,5,74653292,74654792,0,0
17,33227005,33228505,17,13447361,13448911,0,0
13,72648146,72652548,13,72653112,72655501,4,1
7,100981376,100984841,7,100985571,100990961,5,1
X,18801492,18805629,X,18831199,18833011,3,1
11,47876112,47880337,11,47880763,47886335,6,1
6,32215789,32217289,6,82136460,82138633,0,0
9,93159494,93162092,9,93301927,93306133,6,1
2,44812890,44816402,2,44827241,44830113,6,1
11,59135180,59136923,11,59149585,59153953,3,1
21,44580461,44585035,21,44622089,44627118,5,1
1,19422309,19426088,1,15588516,15590016,0,0
3,38939802,38941302,3,134445028,134448092,0,0
9,97755231,97759386,9,97768006,97770100,3,1
7,28246073,28248718,7,15813226,15816855,0,0
13,51813319,51816719,13,51830433,51835722,10,1
22,41553309,41556113,22,48833644,48835144,0,0
7,84325322,84326822,7,70985514,70987014,0,0
14,22981908,22988416,14,23002718,23007602,6,1
14,22307157,22310562,14,22317782,22320729,9,1
16,70390518,70393311,16,49472223,49473723,0,0
12,12784392,12788172,12,66872756,66874718,0,0
8,137582773,137590299,8,137592543,137596559,8,1
14,31294509,31296009,14,91418180,91421651,0,0
13,45332523,45334023,13,45361553,45364947,4,1
9,137005945,137007445,9,122347117,122348617,0,0
19,15219941,15221441,19,8599399,8600899,0,0
13,74858449,74860744,13,39856996,39858496,0,0
18,6833790,6835290,18,13541166,13543636,0,0
22,19960775,19967482,22,20054817,20057213,4,1
18,21263425,21269620,18,21280331,21284390,5,1
21,46263702,46265781,21,16586514,16590104,0,0
16,25684733,25688858,16,84327263,84330035,0,0
8,5773453,5774953,8,123921138,123923983,0,0
9,80021729,80025295,9,80043949,80049041,3,1
8,68008462,68010806,8,73771724,73773663,0,0
11,33747469,33754423,11,12746938,12748438,0,0
5,96083680,96085465,5,138962341,138966479,0,0
20,62642714,62645882,20,62646877,62652149,4,1
7,54363111,54364611,7,116039904,116046436,0,0
19,33697147,33699984,19,33709753,33712718,3,1
9,91630978,91634840,9,91732060,91737174,3,1
X,67204980,67206993,X,105700094,105702378,0,0
9,127130991,127137478,9,76616786,76620042,0,0
9,122263589,122268721,9,122282129,122285635,3,1
3,35849116,35850616,3,35890810,35894975,3,1
17,57896520,57903303,17,74794988,74800793,0,0
11,87915101,87916601,11,132814112,132816886,0,0
X,117996135,117999141,X,118002026,118005479,4,1
3,1724957,1729591,3,190584283,190585783,0,0
13,95231138,95232638,13,95270004,95274253,3,1
8,130679229,130686256,8,130695537,130698215,7,1
1,52395163,52398607,1,94717258,94721626,0,0
1,35596157,35598689,1,35772124,35777067,3,1
17,19759668,19763730,17,19798904,19804383,4,1
7,130748259,130751211,7,31889541,31891041,0,0
11,65776314,65777814,11,61501028,61505953,0,0
12,12598050,12611227,12,12755179,12762767,3,1
3,110721412,110722912,3,67380829,67383124,0,0
17,71516834,71518334,17,44136777,44138624,0,0
19,35703622,35705653,19,31444173,31445673,0,0
1,156925523,156931790,1,157024824,157028697,4,1
20,31803369,31804869,20,22822628,22824353,0,0
6,109260206,109262450,6,47356303,47358504,0,0
21,40368421,40370225,21,40383884,40387353,3,1
21,25649618,25651180,21,29169275,29172096,0,0
21,46594389,46599535,21,46605514,46610417,7,1
X,109856047,109858291,X,109859237,109864051,3,1
19,424243,425743,19,14210504,14212004,0,0
1,185610466,185614689,1,7576156,7578028,0,0
14,99518139,99525687,14,99661942,99666206,3,1
11,127952097,127953597,11,128705483,128707963,0,0
8,141527506,141531699,8,141639751,141656075,4,1
2,43875511,43880239,2,43897654,43901689,5,1
11,48373423,48376253,11,64694637,64696137,0,0
11,64823843,64827200,11,64828369,64830895,8,1
13,50580898,50583791,13,40091044,40094676,0,0
22,28508589,28510183,22,31291733,31293244,0,0
3,135523106,135525859,3,83302568,83305490,0,0
14,35472453,35473953,14,35475157,35480385,3,1
6,130481688,130486074,6,130707231,130712246,4,1
3,21026851,21028351,3,88959416,88961344,0,0
18,9507593,9509183,18,9510669,9516362,3,1
17,51165531,51168269,17,51211521,51219159,4,1
X,139414140,139419629,X,139446694,139450870,5,1
7,149726450,149730385,7,32913512,32915953,0,0
5,150381745,150383981,5,117204410,117206693,0,0
8,65323328,65324828,8,125754302,125755802,0,0
22,25039931,25045226,22,27372045,27373670,0,0
20,22430140,22434010,20,987135,989676,0,0
4,20497042,20499150,4,20522343,20524772,3,1
11,134220030,134224660,11,41067236,41068736,0,0
22,22420133,22423906,22,22444730,22452712,4,1
3,194009690,194018742,3,194135436,194140586,3,1
14,92712733,92715506,14,92724168,92726150,4,1
11,17586358,17599033,11,17911791,17916378,5,1
8,27919581,27921081,8,71501058,71504705,0,0
9,131036942,131047756,9,131116825,131118671,4,1
11,19372486,19381252,11,19402034,19406230,3,1
1,156379613,156388232,1,156516944,156520181,3,1
17,48864226,48867228,17,48877325,48879909,7,1
14,100711292,100715555,14,100716085,100717585,3,1
4,148406463,148409048,4,148413623,148417209,3,1
21,36349556,36351056,21,25554902,25556402,0,0
21,44733386,44734886,21,31225158,31226658,0,0
4,1155247,1159760,4,1349601,1357334,5,1
3,160147738,160157375,3,160250544,160257446,5,1
16,3937806,3940886,16,3973903,3979067,6,1
21,33184663,33190426,21,33199062,33200732,7,1
11,46246749,46249489,11,130332261,130334827,0,0
17,63133714,63140406,17,37156610,37159338,0,0
5,131987025,131993941,5,132011680,132013839,6,1
6,31320918,31322817,6,31421190,31425408,3,1
13,94752705,94754205,13,94958302,94962987,0,0
19,3235779,3237279,19,49149377,49154768,0,0
9,132879637,132882310,9,132909743,132911790,3,1
3,5591423,5592923,3,153296198,153301091,0,0
21,37757090,37760581,21,37784742,37788790,3,1
3,123305305,123311008,3,123313502,123323808,14,1
21,19037365,19040612,21,19041554,19046775,5,1
22,17557578,17561061,22,31842910,31844410,0,0
X,25465534,25467903,X,142152349,142153849,0,0
20,33449499,33452961,20,34073952,34078742,3,1
20,57593201,57598783,20,57978300,57981966,3,1
8,138287878,138292482,8,138299389,138301984,3,1
7,100870925,100874881,7,100886299,100888936,3,1
3,34047315,34050628,3,192191282,192195022,0,0
X,153571323,153574070,X,82307802,82312115,0,0
6,38953397,38956887,6,39301363,39305857,3,1
18,52321683,52330171,18,52397994,52403033,3,1
21,46202810,46207185,21,46271989,46275282,3,1
2,127026695,127028859,2,127049089,127052373,3,1
8,81275484,81277611,8,81888477,81891015,0,0
13,43924060,43925560,13,43926537,43928037,4,1
3,48462646,48466559,3,48543835,48547212,3,1
5,52894922,52899730,5,52917183,52920185,4,1
8,22656832,22658332,8,38198587,38200087,0,0
X,10264472,10272895,X,10300303,10304407,3,1
8,33319244,33321053,8,65902141,65904231,0,0
14,103604796,103606296,14,44101712,44103212,0,0
7,129663549,129668752,7,111048790,111050783,0,0
2,22893630,22896754,2,237676748,237678842,0,0
11,34898961,34902215,11,73272161,73273661,0,0
22,45211857,45213357,22,26863504,26869420,0,0
5,140920375,140921875,5,38546072,38553963,0,0
7,149744109,149746846,7,149779706,149785125,4,1
9,101981419,101986826,9,102034185,102039601,3,1
8,133173918,133175418,8,66220224,66222792,0,0
9,7289774,7291274,9,89438729,89442588,0,0
17,33329587,33331779,17,65013749,65016018,0,0
12,25629283,25631534,12,25638361,25640451,3,1
2,41618700,41621463,2,160032550,160035090,0,0
19,15947009,15950769,19,58568388,58570020,0,0
19,1907753,1912708,19,1915767,1917326,7,1
2,79971399,79978139,2,191406230,191409697,0,0
19,3340961,3347454,19,3469049,3473026,11,1
14,47454782,47457804,14,41342499,41343999,0,0
8,41319534,41321034,8,58356414,58359500,0,0
9,132142113,132148338,9,132184453,132189829,4,1
1,43705319,43709308,1,43988323,43996852,3,1
18,42929287,42931791,18,31984540,31987604,0,0
9,136919131,136925962,9,80711218,80715934,0,0
2,70747754,70756979,2,70767326,70768826,3,1
7,159176621,159178411,7,78476456,78477956,0,0
3,3850354,3854008,3,3902790,3905972,3,1
9,70795343,70799407,9,70804406,70805906,4,1
4,149248227,149249892,4,149270734,149274866,3,1
21,45368068,45369568,21,34542516,34546665,0,0
21,44505824,44507364,21,21241903,21244542,0,0
7,54885776,54887276,7,55154358,55161344,3,1
18,50397857,50400008,18,50451413,50457381,3,1
19,50656511,50659662,19,50703500,50708239,4,1
19,11598510,11600010,19,51567039,51568943,0,0
12,40663518,40671653,12,48617778,48619338,0,0
20,34015627,34021190,20,34061492,34064383,4,1
1,219038382,219042203,1,219062759,219070122,3,1
X,96949292,96950792,X,123747910,123749410,0,0
14,99512345,99515384,14,99518139,99525687,8,1
4,141039359,141040859,4,138034562,138036776,0,0
5,88361279,88369441,5,88505687,88508310,3,1
6,156587453,156589037,6,156596700,156602561,3,1
8,71653454,71655605,8,71660581,71663664,3,1
3,25117530,25123400,3,25143775,25145974,3,1
4,18805811,18812144,4,18840402,18843858,3,1
6,97423365,97426758,6,97440047,97441547,3,1
6,90301282,90309829,6,90321930,90326617,10,1
3,197912106,197917264,3,197918639,197920139,5,1
17,53824385,53826370,17,77944468,77945968,0,0
17,15501758,15503842,17,15508016,15513462,15,1
19,55530853,55532353,19,58372757,58374257,0,0
14,61271972,61277449,14,96598426,96602731,0,0
14,92950599,92954379,14,92999210,93002313,3,1
8,20526723,20533469,8,20540798,20545554,13,1
21,14178644,14180948,21,34071330,34076254,0,0
8,131796221,131798553,8,30147789,30149289,0,0
11,48637309,48638809,11,48647970,48650282,3,1
X,24268721,24272647,X,24276680,24279764,3,1
14,52412928,52414428,14,70303316,70304816,0,0
4,40668995,40670495,4,41504661,41507779,0,0
21,29744153,29748082,21,29748379,29749986,5,1
16,25667774,25669274,16,12076489,12079245,0,0
17,58763107,58768906,17,58804498,58808708,5,1
11,35013610,35017131,11,35017528,35020461,3,1
1,171450350,171451850,1,236878468,236882865,0,0
7,154272586,154277983,7,154282516,154290856,8,1
13,19911181,19913296,13,19945897,19950372,3,1
8,132538865,132541112,8,132633730,132637353,3,1
14,93617393,93622439,14,93722775,93725502,3,1
11,118506332,118507907,11,95853322,95854822,0,0
13,60019221,60023268,13,54120479,54121979,0,0
8,70380278,70387084,8,22899974,22903538,0,0
4,102744018,102746120,4,134270058,134272490,0,0
17,30285223,30286723,17,16132524,16134024,0,0
14,21746175,21750038,14,22206616,22211779,4,1
20,42095803,42099178,20,48137427,48138927,0,0
8,73419217,73420717,8,41608859,41611242,0,0
2,31168089,31171182,2,31187395,31189831,3,1
12,54282578,54285027,12,54285354,54291567,7,1
11,61435053,61437461,11,61743731,61754119,4,1
14,23726665,23734554,14,23929201,23932132,7,1
5,121017547,121019047,5,109603051,109604551,0,0
7,130062388,130064796,7,130089054,130092038,6,1
22,43794613,43799861,22,22478044,22481982,0,0
